Frame,Object_ID,Class_ID,Class_Name,Confidence_Score,X_Center,Y_Center
292,103,2,car,0.62,1283.9462,164.79903
292,149,2,car,0.74,960.5314,23.163755
292,134,2,car,0.55,1184.4607,64.78758
292,68,0,person,0.44,1851.012,103.58322
292,148,2,car,0.3,1063.3296,32.97192
293,29,2,car,0.55,190.02705,30.41532
293,95,2,car,0.67,1163.6882,476.60266
293,130,2,car,0.76,1081.2185,167.62213
293,103,2,car,0.61,1287.8828,172.4319
293,149,2,car,0.63,960.97485,23.878345
293,134,2,car,0.54,1187.3574,67.54486
293,68,0,person,0.47,1850.9045,103.32404
294,29,2,car,0.62,189.96086,30.693089
294,95,2,car,0.6,1169.309,496.10083
294,130,2,car,0.81,1081.9951,172.46594
294,103,2,car,0.55,1291.717,178.22862
294,149,2,car,0.61,960.22046,24.7681
294,134,2,car,0.52,1187.7719,68.993
294,68,0,person,0.43,1849.8044,102.76438
295,29,2,car,0.56,190.39023,30.864338
295,95,2,car,0.69,1174.9285,516.6271
295,130,2,car,0.81,1084.1702,176.96979
295,103,2,car,0.68,1296.4832,183.6683
295,149,2,car,0.65,960.2191,25.857328
295,134,2,car,0.7,1188.9824,71.371445
295,68,0,person,0.47,1849.8889,105.5798
296,29,2,car,0.63,191.30496,31.219107
296,95,2,car,0.59,1182.8599,539.2847
296,130,2,car,0.84,1085.4407,182.24089
296,103,2,car,0.69,1301.7495,188.08054
296,149,2,car,0.59,961.3347,27.333422
296,134,2,car,0.56,1190.0173,73.79683
296,68,0,person,0.4,1849.4753,107.83753
296,148,2,car,0.39,1065.223,44.25614
297,29,2,car,0.64,192.52554,30.736418
297,95,2,car,0.51,1191.1099,563.71155
297,130,2,car,0.85,1086.8438,185.51285
297,103,2,car,0.63,1305.4006,192.5686
297,149,2,car,0.63,960.68176,27.881245
297,134,2,car,0.65,1191.2893,76.498955
297,68,0,person,0.37,1849.0654,107.91033
297,148,2,car,0.37,1065.9373,48.679764
298,29,2,car,0.61,192.80957,30.293844
298,95,2,car,0.59,1199.0579,589.0043
298,130,2,car,0.71,1088.5237,190.7127
298,103,2,car,0.7,1309.884,198.25214
298,149,2,car,0.71,961.0536,28.40794
298,134,2,car,0.45,1192.9767,79.501816
298,68,0,person,0.42,1850.16,108.10539
298,148,2,car,0.28,1066.6543,46.90713
299,29,2,car,0.64,192.11517,31.01568
299,95,2,car,0.42,1208.5513,616.83496
299,130,2,car,0.81,1089.3011,195.89352
299,103,2,car,0.51,1315.1716,204.60913
299,149,2,car,0.59,960.47034,29.267012
299,134,2,car,0.41,1195.1001,82.46719
299,68,0,person,0.44,1850.2047,108.164894
299,148,2,car,0.45,1068.2648,50.151737
300,29,2,car,0.65,192.05615,30.72338
300,95,2,car,0.49,1216.7092,645.9686
300,130,2,car,0.83,1090.571,201.16504
300,103,2,car,0.69,1321.02,210.02893
300,149,2,car,0.62,960.8318,30.003197
300,134,2,car,0.41,1197.3389,84.32702
300,68,0,person,0.36,1849.5378,107.1384
300,148,2,car,0.35,1068.6489,53.129993
301,29,2,car,0.59,193.49854,31.712952
301,95,2,car,0.66,1227.3573,678.4723
301,130,2,car,0.73,1091.99,207.45035
301,103,2,car,0.66,1326.1953,215.69528
301,149,2,car,0.6,961.4783,34.098976
301,134,2,car,0.52,1199.8801,86.278244
301,68,0,person,0.42,1850.8384,106.81232
301,148,2,car,0.52,1069.4341,56.344234
302,29,2,car,0.59,193.176,32.109737
302,95,2,car,0.6,1239.5627,714.04065
302,130,2,car,0.8,1095.5505,212.9274
302,103,2,car,0.6,1331.9299,221.26828
302,149,2,car,0.58,960.6492,36.816242
302,134,2,car,0.58,1202.2781,88.78735
302,68,0,person,0.41,1851.7896,106.86734
302,148,2,car,0.58,1069.7507,57.80468
303,29,2,car,0.63,192.06612,31.137377
303,95,2,car,0.31,1251.8966,752.5452
303,130,2,car,0.79,1097.5371,216.63739
303,103,2,car,0.65,1338.4349,228.09769
303,149,2,car,0.51,959.97925,37.5626
303,134,2,car,0.65,1204.0371,91.108215
303,68,0,person,0.41,1851.7327,106.623764
303,148,2,car,0.72,1069.9674,58.562893
304,29,2,car,0.62,191.64568,31.178165
304,95,2,car,0.67,1264.9277,794.7224
304,130,2,car,0.76,1097.9813,222.53673
304,103,2,car,0.61,1344.1304,235.68948
304,149,2,car,0.56,958.8987,38.892445
304,134,2,car,0.76,1205.6958,93.93003
304,68,0,person,0.45,1854.0786,106.419685
304,148,2,car,0.62,1070.6586,59.37458
305,29,2,car,0.65,192.97708,30.474958
305,95,2,car,0.72,1280.3352,835.1039
305,130,2,car,0.76,1099.5027,225.67874
305,103,2,car,0.68,1351.5206,242.02869
305,149,2,car,0.54,958.82117,41.770294
305,134,2,car,0.79,1207.8502,95.33389
305,68,0,person,0.44,1852.8098,106.99437
305,148,2,car,0.72,1071.3237,60.330032
306,29,2,car,0.64,194.12846,30.66959
306,95,2,car,0.46,1297.4282,860.37305
306,130,2,car,0.74,1102.478,235.6435
306,103,2,car,0.55,1359.5234,248.71323
306,149,2,car,0.49,959.7274,43.436375
306,134,2,car,0.65,1210.9913,96.997826
306,68,0,person,0.35,1854.0924,107.20415
306,148,2,car,0.64,1072.1985,61.19819
307,29,2,car,0.62,194.08391,31.05864
307,95,2,car,0.43,1312.4631,880.2127
307,130,2,car,0.82,1104.9023,243.30084
307,103,2,car,0.61,1364.3828,256.01047
307,149,2,car,0.45,959.5211,44.922348
307,134,2,car,0.78,1212.8811,99.1845
307,68,0,person,0.45,1858.29,106.380875
307,148,2,car,0.66,1072.8185,61.91541
308,29,2,car,0.59,194.84235,31.629053
308,95,2,car,0.6,1322.9324,900.5753
308,130,2,car,0.76,1106.3672,248.3858
308,103,2,car,0.62,1371.3074,265.07706
308,149,2,car,0.47,959.70654,41.39205
308,134,2,car,0.74,1215.0901,101.54541
308,68,0,person,0.42,1859.7043,106.27997
308,148,2,car,0.61,1073.2751,63.360023
309,29,2,car,0.6,195.1284,31.691988
309,95,2,car,0.51,1330.4783,922.81226
309,130,2,car,0.69,1108.9128,254.27824
309,103,2,car,0.62,1379.0037,271.69833
309,149,2,car,0.45,959.8811,41.248314
309,134,2,car,0.52,1216.929,103.695206
309,68,0,person,0.42,1858.5564,106.01516
309,148,2,car,0.55,1073.1074,64.46599
310,29,2,car,0.61,195.04517,31.836586
310,130,2,car,0.78,1111.9861,259.32233
310,103,2,car,0.67,1387.4138,279.0487
310,149,2,car,0.56,959.4752,43.93419
310,134,2,car,0.34,1219.002,106.80192
310,68,0,person,0.44,1859.6926,105.88315
310,148,2,car,0.64,1073.3972,67.21611
311,29,2,car,0.66,195.4684,30.504545
311,130,2,car,0.86,1114.6418,266.34186
311,103,2,car,0.58,1396.4758,286.32874
311,149,2,car,0.59,959.4646,44.28789
311,134,2,car,0.6,1222.0684,109.63948
311,68,0,person,0.5,1862.1277,106.08888
311,148,2,car,0.69,1074.1304,68.73903
312,29,2,car,0.59,195.00159,30.739332
312,130,2,car,0.84,1116.2659,276.34726
312,103,2,car,0.74,1403.8984,295.04816
312,149,2,car,0.64,958.4658,45.727116
312,134,2,car,0.66,1224.4534,113.08563
312,68,0,person,0.5,1862.5555,105.8056
312,148,2,car,0.71,1074.2103,71.14883
313,29,2,car,0.57,194.9408,31.624306
313,130,2,car,0.83,1118.4221,284.77527
313,103,7,truck,0.5,1413.1193,304.73352
313,149,2,car,0.49,958.00305,46.91596
313,134,2,car,0.62,1228.1401,115.91601
313,68,0,person,0.51,1859.8798,105.086464
313,148,2,car,0.76,1074.642,72.8818
314,29,2,car,0.67,194.93634,30.040342
314,130,2,car,0.78,1121.3048,293.85654
314,103,2,car,0.57,1422.0244,313.99075
314,149,2,car,0.68,958.62866,47.59533
314,134,2,car,0.81,1231.144,120.51514
314,68,0,person,0.5,1861.3992,106.21652
314,148,2,car,0.64,1075.7065,75.49705
315,29,2,car,0.68,194.55359,29.637154
315,130,2,car,0.72,1124.5922,302.20346
315,103,2,car,0.54,1432.4939,325.49152
315,149,2,car,0.71,958.4585,47.9666
315,134,2,car,0.82,1233.49,122.51488
315,68,0,person,0.52,1862.249,105.831635
315,148,2,car,0.55,1076.584,77.65571
316,29,2,car,0.7,194.55887,29.17
316,130,2,car,0.72,1128.3334,309.43604
316,103,2,car,0.56,1443.1464,336.8858
316,149,2,car,0.68,958.3145,48.383274
316,134,2,car,0.79,1236.5105,125.142715
316,68,0,person,0.52,1860.1819,105.831085
316,148,2,car,0.51,1077.168,77.79503
317,29,2,car,0.59,194.2746,29.171635
317,130,2,car,0.68,1130.7565,319.7594
317,103,2,car,0.64,1453.8049,347.4636
317,149,2,car,0.75,958.48627,48.913353
317,134,2,car,0.7,1239.41,128.0163
317,68,0,person,0.48,1857.2461,106.41577
317,148,2,car,0.64,1077.9393,79.32669
318,29,2,car,0.64,194.44608,29.249249
318,130,2,car,0.69,1133.6575,330.42288
318,103,2,car,0.69,1464.9648,360.98782
318,149,2,car,0.79,957.5931,50.584156
318,134,2,car,0.6,1241.9827,129.79092
318,68,0,person,0.56,1859.5298,105.79822
318,148,2,car,0.63,1078.4849,80.82656
319,29,2,car,0.68,194.93945,29.209694
319,130,2,car,0.72,1137.5713,339.44843
319,103,2,car,0.68,1477.6262,374.20776
319,149,2,car,0.76,957.13043,51.159786
319,134,2,car,0.61,1244.2227,132.55618
319,68,0,person,0.55,1858.3928,104.303116
319,148,2,car,0.6,1078.8345,83.07954
320,29,2,car,0.66,194.3507,29.036459
320,130,2,car,0.65,1140.8838,350.0423
320,103,2,car,0.67,1489.9408,386.4828
320,149,2,car,0.78,956.7389,51.13208
320,134,2,car,0.48,1246.9569,134.44226
320,68,0,person,0.52,1856.6497,103.722244
320,148,2,car,0.63,1078.928,83.4769
320,174,2,car,0.34,1011.64966,16.994457
321,29,2,car,0.69,194.28036,29.042517
321,130,2,car,0.69,1144.7373,361.412
321,103,2,car,0.75,1504.9497,399.9895
321,149,2,car,0.8,956.44763,51.142685
321,134,2,car,0.6,1250.1567,140.76453
321,68,0,person,0.49,1857.3193,103.71867
321,148,2,car,0.61,1079.5823,86.4389
322,29,2,car,0.66,194.37343,29.170101
322,130,2,car,0.66,1148.4382,373.47498
322,103,2,car,0.63,1519.6174,415.07358
322,149,2,car,0.77,956.5493,52.193893
322,134,2,car,0.66,1254.2659,144.3502
322,68,0,person,0.49,1856.2166,104.12773
322,148,2,car,0.63,1080.3142,88.97362
322,174,2,car,0.36,1011.85004,17.3608
323,29,2,car,0.63,194.51454,29.349394
323,130,2,car,0.74,1152.8619,386.38214
323,103,2,car,0.64,1535.3413,431.67474
323,149,2,car,0.73,957.0977,52.48998
323,134,2,car,0.68,1258.5272,148.1022
323,68,0,person,0.49,1855.3325,104.28012
323,148,2,car,0.52,1080.8252,90.64631
323,174,2,car,0.4,1010.053,17.993492
324,29,2,car,0.65,194.6278,29.197628
324,130,2,car,0.73,1158.9706,398.97565
324,103,2,car,0.76,1551.1198,447.07837
324,149,2,car,0.72,957.085,54.048767
324,134,2,car,0.67,1261.2214,151.8046
324,68,0,person,0.48,1853.2622,104.28723
324,148,2,car,0.49,1080.7864,92.640236
324,174,2,car,0.42,1011.7866,18.254515
325,29,2,car,0.44,192.61755,28.494837
325,130,2,car,0.77,1164.1791,413.00037
325,103,2,car,0.68,1568.044,466.14673
325,149,2,car,0.75,957.42664,56.670784
325,134,2,car,0.73,1265.6455,155.34454
325,68,0,person,0.44,1854.6211,105.10147
325,148,2,car,0.38,1081.3657,94.01572
325,174,2,car,0.4,1011.9965,19.23263
326,29,2,car,0.5,191.74556,28.86946
326,130,2,car,0.73,1168.449,428.70685
326,103,2,car,0.63,1586.1781,485.25336
326,149,2,car,0.75,957.0602,56.58463
326,134,2,car,0.76,1268.5966,159.54356
326,68,0,person,0.55,1852.6777,104.796295
326,148,2,car,0.47,1080.9752,97.64357
326,174,2,car,0.32,1009.3989,20.723213
327,29,2,car,0.63,192.9306,29.210135
327,130,2,car,0.78,1173.1318,443.3495
327,103,2,car,0.75,1605.3687,505.58893
327,149,2,car,0.59,956.5845,59.49186
327,134,2,car,0.71,1271.4651,163.6864
327,68,0,person,0.4,1853.7932,103.76424
327,148,2,car,0.36,1080.8696,99.6279
327,174,2,car,0.26,1010.64154,20.924269
328,29,2,car,0.43,193.33966,28.06629
328,130,2,car,0.82,1178.3652,458.09525
328,103,2,car,0.75,1626.2585,530.7242
328,149,2,car,0.7,957.16785,60.580795
328,134,2,car,0.69,1275.855,167.74815
328,68,0,person,0.49,1853.8608,105.216515
328,148,2,car,0.55,1082.2084,103.17319
328,174,2,car,0.35,1011.48584,22.1898
329,29,2,car,0.41,192.89053,28.2388
329,130,2,car,0.68,1184.1263,476.03024
329,103,2,car,0.81,1650.6748,552.47296
329,149,2,car,0.63,956.35,63.54609
329,134,2,car,0.62,1280.9482,173.64998
329,68,0,person,0.52,1853.5652,105.32315
329,148,2,car,0.53,1084.0558,107.190186
329,174,2,car,0.29,1010.7947,23.346148
330,29,2,car,0.59,194.02026,29.102167
330,130,2,car,0.72,1191.0874,494.40924
330,103,2,car,0.77,1676.3398,578.67303
330,149,2,car,0.53,955.5245,65.923454
330,134,2,car,0.64,1285.477,179.29381
330,68,0,person,0.48,1853.6277,105.02681
330,148,2,car,0.68,1084.924,110.26418
330,174,2,car,0.4,1010.2945,24.203861
330,180,2,car,0.38,1148.6439,17.240461
331,29,2,car,0.58,194.52002,29.3483
331,130,2,car,0.71,1196.7493,515.02893
331,103,2,car,0.74,1703.2085,604.93274
331,149,2,car,0.48,957.03345,66.875244
331,134,2,car,0.65,1289.7207,184.51288
331,68,0,person,0.39,1853.1285,105.54366
331,148,2,car,0.73,1087.3121,114.29739
331,174,2,car,0.35,1009.74255,24.618366
331,180,2,car,0.28,1150.8308,17.75701
332,29,2,car,0.64,195.16232,29.237516
332,130,2,car,0.74,1203.6171,536.65234
332,103,2,car,0.83,1725.1787,634.43915
332,149,2,car,0.41,955.61926,68.293465
332,134,2,car,0.6,1293.8364,189.17798
332,68,0,person,0.33,1851.9373,105.404236
332,148,2,car,0.8,1087.3235,117.06056
332,174,2,car,0.48,1009.3854,25.2349
332,180,2,car,0.39,1151.0315,18.20377
333,29,2,car,0.56,194.82031,28.96647
333,130,2,car,0.84,1211.8059,558.0465
333,103,2,car,0.89,1737.4678,669.26227
333,149,2,car,0.39,954.0403,70.43618
333,134,2,car,0.71,1299.7128,193.27603
333,148,2,car,0.71,1088.6915,119.29613
333,174,2,car,0.51,1009.3988,25.634789
333,180,2,car,0.58,1152.965,18.191101
334,29,2,car,0.56,194.17508,29.23697
334,130,2,car,0.66,1219.8563,582.85547
334,103,2,car,0.89,1748.696,705.3935
334,149,2,car,0.43,953.6913,73.05008
334,134,2,car,0.54,1304.2264,199.02261
334,148,2,car,0.77,1088.1113,122.59039
334,174,2,car,0.38,1009.0946,25.24428
334,180,2,car,0.66,1153.7957,19.103542
334,68,0,person,0.26,1852.3359,105.96695
335,29,2,car,0.68,194.64035,29.291555
335,130,2,car,0.78,1229.1975,608.7424
335,103,2,car,0.9,1760.23,741.2323
335,149,2,car,0.58,954.2404,74.23055
335,134,2,car,0.72,1308.4054,206.07999
335,148,2,car,0.84,1088.5708,124.98599
335,174,2,car,0.42,1008.32874,27.715523
335,180,2,car,0.57,1154.6542,20.634645
335,68,0,person,0.28,1852.6643,105.56477
336,29,2,car,0.64,196.06082,29.785746
336,130,2,car,0.77,1237.8347,637.3187
336,103,2,car,0.91,1772.2288,782.9373
336,149,2,car,0.73,954.94116,75.94716
336,134,2,car,0.62,1314.0251,212.56331
336,148,2,car,0.82,1089.6338,128.09526
336,174,2,car,0.43,1008.5475,29.04884
336,180,2,car,0.53,1155.3551,21.161135
336,68,0,person,0.38,1853.0079,105.648384
337,29,2,car,0.63,196.0596,29.93873
337,130,2,car,0.62,1248.6245,666.6658
337,103,2,car,0.76,1785.8608,818.3739
337,149,2,car,0.67,955.35803,77.38481
337,134,2,car,0.73,1320.554,218.28128
337,148,2,car,0.8,1089.9539,131.63481
337,174,2,car,0.42,1007.85736,29.837225
337,180,2,car,0.47,1156.4933,22.83987
337,68,0,person,0.42,1853.7568,105.069595
338,29,2,car,0.65,195.5668,29.81964
338,130,2,car,0.68,1259.8822,701.6838
338,103,2,car,0.84,1800.0892,836.7253
338,149,2,car,0.68,954.48944,78.489136
338,134,2,car,0.71,1325.1919,223.86687
338,148,2,car,0.82,1090.6357,135.974
338,174,2,car,0.34,1006.30383,32.762375
338,180,2,car,0.44,1156.913,22.761269
338,68,0,person,0.34,1853.9563,104.833206
339,29,2,car,0.65,196.03787,29.520573
339,130,2,car,0.88,1271.0514,738.96136
339,103,2,car,0.88,1816.3999,855.4706
339,149,2,car,0.64,953.9777,81.61595
339,134,2,car,0.56,1330.8553,230.74785
339,148,2,car,0.59,1091.6089,139.24948
339,174,2,car,0.43,1005.40094,37.465347
339,180,2,car,0.58,1158.0673,23.752516
339,68,0,person,0.33,1853.6309,105.22172
340,29,2,car,0.64,195.46976,30.257936
340,130,2,car,0.8,1286.087,778.5956
340,103,2,car,0.71,1834.8534,874.4392
340,149,2,car,0.7,953.48175,83.243835
340,134,2,car,0.41,1336.721,236.34663
340,148,2,car,0.65,1092.2817,143.56252
340,174,2,car,0.39,1005.06146,38.207397
340,180,2,car,0.47,1159.0675,24.175428
340,68,0,person,0.33,1853.766,104.89135
341,29,2,car,0.62,195.79352,29.733662
341,130,2,car,0.77,1300.6902,822.5586
341,103,2,car,0.73,1853.0814,896.25684
341,149,2,car,0.51,954.6746,85.49658
341,134,2,car,0.46,1343.3477,243.71904
341,148,2,car,0.81,1092.6122,146.8177
341,174,2,car,0.42,1003.6068,40.842186
341,180,2,car,0.42,1160.2781,23.840912
341,68,0,person,0.41,1853.3508,105.0224
342,29,2,car,0.61,196.47519,30.577837
342,130,2,car,0.8,1318.8572,858.4471
342,103,2,car,0.54,1876.8691,933.3478
342,149,2,car,0.45,954.2013,86.424225
342,134,2,car,0.57,1349.4929,250.36005
342,148,2,car,0.71,1094.367,148.34502
342,174,2,car,0.25,1003.17834,42.10449
342,180,2,car,0.39,1161.5535,24.520603
342,68,0,person,0.37,1853.1678,104.84825
343,29,2,car,0.63,196.96423,30.699902
343,130,2,car,0.62,1334.1221,882.4084
343,149,2,car,0.57,954.3964,88.37633
343,134,2,car,0.72,1357.227,259.48993
343,148,2,car,0.71,1095.0183,153.93677
343,174,2,car,0.3,1002.57666,42.64128
343,180,2,car,0.41,1163.7455,25.286806
343,68,0,person,0.42,1853.2814,105.076004
344,29,2,car,0.66,197.89754,30.430746
344,130,2,car,0.78,1350.3973,902.2832
344,149,2,car,0.56,952.3375,90.411835
344,134,2,car,0.68,1363.659,267.37762
344,148,2,car,0.75,1096.4929,157.89328
344,174,2,car,0.38,1001.0936,43.968235
344,180,2,car,0.41,1165.3994,25.487349
344,68,0,person,0.4,1853.2522,105.58148
344,185,7,truck,0.35,1077.0657,69.06061
345,29,2,car,0.64,198.14651,29.827719
345,130,2,car,0.64,1364.312,924.12427
345,149,2,car,0.65,951.92535,95.025665
345,134,2,car,0.75,1370.016,275.21753
345,148,2,car,0.69,1100.2988,161.8561
345,174,2,car,0.46,1000.18494,44.7079
345,180,2,car,0.42,1166.4065,26.716116
345,68,0,person,0.42,1852.8257,105.56496
345,185,2,car,0.36,1077.8126,70.58887
346,29,2,car,0.67,198.14493,29.87033
346,130,2,car,0.41,1367.3069,948.9552
346,149,2,car,0.68,952.72046,97.5217
346,134,2,car,0.72,1378.4204,283.67044
346,148,2,car,0.68,1100.3997,166.48695
346,174,2,car,0.3,1000.2803,46.609665
346,180,2,car,0.47,1167.573,27.280434
346,68,0,person,0.44,1852.8826,105.72792
346,185,7,truck,0.28,1077.7642,73.977104
347,29,2,car,0.65,197.44458,30.201767
347,130,2,car,0.59,1375.0234,976.76404
347,149,2,car,0.75,954.141,98.90457
347,134,2,car,0.58,1387.6572,294.4358
347,148,2,car,0.65,1102.6597,169.32399
347,174,2,car,0.54,998.85645,47.956116
347,180,2,car,0.46,1168.1896,27.97579
347,68,0,person,0.51,1853.3805,105.75311
347,185,2,car,0.42,1077.6978,75.683754
348,29,2,car,0.61,196.4097,31.010519
348,130,2,car,0.47,1382.5049,1007.5124
348,149,2,car,0.69,954.0386,101.18123
348,134,2,car,0.77,1397.5184,303.0624
348,148,2,car,0.72,1103.8835,173.4668
348,174,2,car,0.54,998.4631,49.82268
348,180,2,car,0.57,1168.2329,29.167831
348,68,0,person,0.53,1853.0837,106.00685
348,185,2,car,0.38,1077.6486,77.47192
349,29,2,car,0.6,195.40762,32.388763
349,149,2,car,0.69,953.0769,102.995514
349,134,2,car,0.7,1406.1414,312.8418
349,148,2,car,0.74,1104.449,177.56615
349,174,2,car,0.67,997.7991,52.989132
349,180,2,car,0.66,1169.6102,30.769054
349,68,0,person,0.51,1853.2074,106.1461
349,185,2,car,0.56,1077.8759,71.91319
350,29,2,car,0.52,196.08237,32.625248
350,149,2,car,0.72,952.34094,105.489265
350,134,2,car,0.72,1415.5588,323.93417
350,148,2,car,0.84,1104.9866,181.08905
350,174,2,car,0.7,997.95764,56.956524
350,180,2,car,0.52,1171.28,33.26608
350,68,0,person,0.5,1852.5786,106.44948
350,185,2,car,0.49,1078.4325,70.01678
351,29,2,car,0.63,197.24844,32.397865
351,149,2,car,0.75,951.90015,107.60927
351,134,2,car,0.66,1424.896,335.96454
351,148,2,car,0.74,1106.004,185.5721
351,174,2,car,0.71,997.3889,57.195427
351,180,2,car,0.47,1172.7744,35.677723
351,68,0,person,0.5,1852.1821,106.2944
351,185,2,car,0.63,1079.8721,79.69377
352,29,2,car,0.54,197.04182,32.315437
352,149,2,car,0.69,952.4808,109.2167
352,134,2,car,0.62,1435.4797,346.23706
352,148,2,car,0.69,1107.876,192.07576
352,174,2,car,0.54,997.3535,58.548065
352,180,2,car,0.46,1173.8038,36.63726
352,68,0,person,0.5,1851.8903,106.63067
352,185,2,car,0.58,1081.7029,84.83682
353,29,2,car,0.63,197.93008,32.01425
353,149,2,car,0.58,952.3226,111.799194
353,134,2,car,0.76,1446.1882,359.11487
353,148,2,car,0.78,1109.653,196.60023
353,174,2,car,0.57,996.57526,59.847004
353,180,2,car,0.43,1173.879,37.697655
353,68,0,person,0.52,1851.4438,106.77101
353,185,2,car,0.4,1082.9882,88.65035
354,29,2,car,0.57,198.88678,31.996706
354,149,2,car,0.57,952.1178,114.78501
354,134,2,car,0.71,1458.5298,373.26575
354,148,2,car,0.74,1109.4004,202.28098
354,174,2,car,0.45,996.2842,61.01834
354,180,2,car,0.46,1174.6542,38.94358
354,68,0,person,0.52,1851.2478,106.55905
354,185,2,car,0.39,1083.9951,91.24
355,29,2,car,0.44,199.0017,31.806564
355,149,2,car,0.68,952.3585,119.85678
355,134,2,car,0.68,1470.971,387.9684
355,148,2,car,0.8,1110.281,206.211
355,174,2,car,0.41,996.497,62.013435
355,180,2,car,0.53,1176.544,43.975426
355,68,0,person,0.55,1851.7095,108.91791
355,185,2,car,0.74,1084.3958,96.012054
356,29,2,car,0.39,199.52281,32.47067
356,149,2,car,0.75,952.0835,124.51875
356,134,2,car,0.75,1484.3696,401.97583
356,148,2,car,0.86,1111.6816,211.5805
356,174,2,car,0.45,995.6703,65.2087
356,180,2,car,0.45,1177.7656,47.210896
356,68,0,person,0.49,1851.6509,110.00453
356,185,2,car,0.67,1084.8132,98.41461
357,29,2,car,0.26,199.05728,33.576668
357,149,2,car,0.72,952.7007,127.62642
357,134,2,car,0.78,1498.2554,418.81555
357,148,2,car,0.82,1113.9459,216.10188
357,174,2,car,0.56,995.24316,67.35544
357,180,2,car,0.52,1180.0837,48.389412
357,68,0,person,0.53,1851.9575,109.517365
357,185,2,car,0.8,1085.6072,100.57467
358,29,2,car,0.5,198.81854,35.202847
358,149,2,car,0.82,952.34924,130.63248
358,134,2,car,0.82,1513.2593,436.19302
358,148,2,car,0.72,1114.8477,219.1683
358,174,2,car,0.46,994.4846,69.83154
358,180,2,car,0.51,1182.3926,49.942467
358,68,0,person,0.59,1853.0059,108.36417
358,185,2,car,0.74,1086.5376,103.98838
359,29,2,car,0.41,198.65869,35.15586
359,149,2,car,0.8,952.07587,133.55118
359,134,2,car,0.68,1528.5087,453.71878
359,148,2,car,0.67,1117.0496,226.47565
359,174,2,car,0.49,993.60486,71.83705
359,180,2,car,0.61,1184.9712,53.63433
359,68,0,person,0.54,1852.1384,111.64
359,185,2,car,0.73,1086.2749,107.33362
360,29,2,car,0.43,199.25525,35.64547
360,149,2,car,0.77,952.1721,136.12231
360,134,2,car,0.71,1545.4653,474.83334
360,148,2,car,0.6,1118.8226,235.1831
360,174,2,car,0.56,992.69727,75.21277
360,180,2,car,0.56,1187.0427,55.657906
360,68,0,person,0.48,1852.2559,112.61649
360,185,2,car,0.61,1087.116,110.25129
361,29,2,car,0.53,199.32858,36.221523
361,149,2,car,0.69,951.3921,139.01056
361,134,2,car,0.81,1563.3356,496.0198
361,148,2,car,0.62,1121.6888,242.30649
361,174,2,car,0.69,991.82904,77.06276
361,180,2,car,0.64,1187.5016,59.552513
361,68,0,person,0.6,1852.3469,112.32174
361,185,2,car,0.66,1087.5742,114.46959
362,29,2,car,0.56,199.08347,37.108326
362,149,2,car,0.69,951.34283,144.44836
362,134,2,car,0.74,1582.5896,516.9673
362,148,2,car,0.71,1123.423,251.14102
362,174,2,car,0.58,991.8291,78.60568
362,180,2,car,0.68,1189.3776,63.43552
362,68,0,person,0.62,1852.0156,113.11215
362,185,2,car,0.76,1088.646,118.92441
363,29,2,car,0.58,198.70654,37.29629
363,149,2,car,0.68,950.52826,148.8338
363,134,2,car,0.75,1603.365,541.87506
363,148,2,car,0.67,1125.7235,259.73972
363,174,2,car,0.56,991.6946,80.160965
363,180,2,car,0.67,1190.5996,65.55165
363,68,0,person,0.58,1851.446,113.58716
363,185,2,car,0.81,1089.3407,120.49185
364,29,2,car,0.58,199.58006,37.30705
364,149,2,car,0.69,949.94446,151.46948
364,134,2,car,0.73,1625.2324,565.67645
364,148,2,car,0.72,1128.1575,267.6997
364,174,2,car,0.64,991.7339,80.991615
364,180,2,car,0.62,1192.0356,67.24451
364,68,0,person,0.58,1851.5693,113.94313
364,185,2,car,0.79,1089.8914,122.89584
365,29,2,car,0.55,199.89221,36.60535
365,149,2,car,0.72,949.36163,153.57703
365,134,2,car,0.69,1649.4937,592.0401
365,148,2,car,0.74,1130.8972,274.61313
365,174,2,car,0.61,990.8519,83.087616
365,180,2,car,0.7,1193.3604,68.623116
365,68,0,person,0.52,1852.2244,114.25108
365,185,2,car,0.76,1091.4117,126.14964
366,29,2,car,0.52,199.9294,36.93473
366,149,2,car,0.66,948.8994,155.93922
366,134,2,car,0.64,1676.9841,620.2371
366,148,2,car,0.77,1133.53,282.4655
366,174,2,car,0.62,989.8379,85.90612
366,180,2,car,0.64,1194.7166,70.17605
366,68,0,person,0.54,1852.2448,114.173325
366,185,2,car,0.75,1092.1819,128.94424
367,29,2,car,0.56,198.41357,37.58413
367,149,2,car,0.75,947.7784,157.19301
367,134,6,train,0.78,1706.77,653.2068
367,148,2,car,0.69,1135.6372,288.87122
367,174,2,car,0.64,988.9223,87.87021
367,180,2,car,0.67,1195.8722,71.65342
367,68,0,person,0.54,1851.9863,114.24793
367,185,2,car,0.71,1092.2834,132.85307
368,29,2,car,0.55,199.86035,37.49354
368,149,2,car,0.78,947.5601,161.17096
368,134,6,train,0.47,1723.4893,687.7822
368,148,2,car,0.67,1136.8279,297.00818
368,174,2,car,0.61,988.0807,90.58426
368,180,2,car,0.7,1198.4048,75.22835
368,68,0,person,0.56,1851.7805,115.022285
368,185,2,car,0.68,1093.2482,137.17284
368,191,2,car,0.45,944.3488,19.621126
