Frame,Object_ID,Class_ID,Class_Name,Confidence_Score,X_Center,Y_Center
485,202,2,car,0.81,1137.6987,388.3593
485,211,2,car,0.44,536.9458,131.90578
485,210,2,car,0.74,1288.5549,305.5227
485,303,2,car,0.46,1088.949,215.34245
485,232,2,car,0.33,983.39014,118.09091
485,235,2,car,0.3,1080.7086,211.04193
485,313,2,car,0.38,1154.5922,142.8328
485,230,2,car,0.27,624.17993,127.678375
486,29,2,car,0.8,241.11218,179.30469
486,191,2,car,0.74,788.8363,350.48395
486,193,2,car,0.78,1812.5295,908.7827
486,206,2,car,0.64,452.3836,147.1889
486,202,2,car,0.79,1138.7876,394.98004
486,211,2,car,0.48,537.78564,133.0448
486,210,2,car,0.69,1291.9175,309.61636
486,303,2,car,0.38,1089.3025,218.51172
486,232,2,car,0.39,983.7273,118.00051
486,235,2,car,0.3,1079.9204,211.04327
486,230,2,car,0.33,624.8302,129.578
486,318,2,car,0.34,447.31207,153.23442
486,312,2,car,0.36,722.16125,115.47385
487,29,2,car,0.79,242.0007,180.0091
487,191,2,car,0.66,784.9637,354.51154
487,193,2,car,0.64,1830.2627,929.4833
487,206,2,car,0.64,451.8246,148.32695
487,202,2,car,0.8,1140.2806,401.8224
487,211,2,car,0.44,538.7482,133.45439
487,210,2,car,0.68,1296.7834,314.42865
487,303,2,car,0.5,1092.6493,219.995
487,232,2,car,0.31,983.5694,118.92628
487,235,2,car,0.26,1084.2097,213.85641
487,230,2,car,0.27,626.25665,130.88922
487,313,2,car,0.47,1154.7163,146.13336
488,29,2,car,0.77,241.61446,182.38567
488,191,2,car,0.7,780.8563,360.3331
488,193,2,car,0.64,1850.1185,951.8717
488,206,2,car,0.59,451.1164,150.0979
488,202,2,car,0.77,1141.2928,408.39896
488,211,2,car,0.41,538.1172,133.78976
488,210,2,car,0.68,1299.3828,319.00995
488,303,2,car,0.55,1092.5532,221.87366
488,321,2,car,0.39,1057.685,188.32684
488,313,2,car,0.46,1154.6819,148.21301
489,29,2,car,0.79,240.94559,182.8318
489,191,2,car,0.61,775.72144,365.10196
489,193,2,car,0.5,1872.6346,973.7208
489,206,2,car,0.59,450.97083,151.59494
489,202,2,car,0.79,1142.3552,415.91882
489,211,2,car,0.49,537.28595,135.49759
489,210,2,car,0.63,1304.596,322.70013
489,303,2,car,0.56,1092.4517,224.0106
489,321,2,car,0.49,1056.3894,189.21487
489,313,2,car,0.3,1154.7576,149.88803
490,29,2,car,0.8,241.75862,183.09515
490,191,2,car,0.65,769.1184,370.1109
490,206,2,car,0.62,452.08118,152.10599
490,202,2,car,0.76,1144.4141,422.7494
490,211,2,car,0.53,538.57104,136.00525
490,210,2,car,0.69,1309.9247,329.02615
490,303,2,car,0.62,1093.8074,227.06673
490,321,2,car,0.51,1056.2484,191.03485
490,313,2,car,0.38,1155.5078,150.51396
490,265,2,car,0.39,1017.4861,157.44447
490,68,0,person,0.26,1874.9756,262.2605
490,312,2,car,0.29,720.34454,119.10368
491,29,2,car,0.72,241.72977,183.95609
491,191,2,car,0.52,767.498,375.50378
491,206,2,car,0.65,452.05975,153.21341
491,202,2,car,0.79,1145.9885,430.80365
491,211,2,car,0.5,538.24756,136.72375
491,210,2,car,0.82,1313.8501,334.46234
491,303,2,car,0.55,1093.4385,229.5087
491,321,2,car,0.43,1054.0721,193.05328
491,313,2,car,0.34,1155.0197,150.66882
491,265,2,car,0.3,1017.92365,157.50153
491,68,0,person,0.26,1872.9861,262.1314
492,29,2,car,0.75,241.76764,183.7796
492,191,2,car,0.6,763.4286,381.2963
492,206,2,car,0.62,452.3873,153.62946
492,202,2,car,0.82,1148.104,438.46973
492,211,2,car,0.5,538.40137,137.11305
492,210,2,car,0.73,1318.4299,339.57098
492,303,2,car,0.61,1093.7269,231.93643
492,321,2,car,0.39,1054.0435,194.77922
492,313,2,car,0.31,1156.37,151.98491
492,265,2,car,0.38,1017.8181,158.69481
492,68,0,person,0.25,1874.503,262.23352
493,29,2,car,0.74,241.91219,184.36383
493,191,2,car,0.57,758.5382,387.86462
493,206,2,car,0.59,452.62253,155.05869
493,202,2,car,0.76,1149.7904,445.3448
493,211,2,car,0.5,538.4536,137.84012
493,210,2,car,0.76,1323.1365,346.0158
493,303,2,car,0.71,1094.6772,234.69437
493,321,2,car,0.39,1053.1362,197.48564
493,265,2,car,0.26,1018.3218,161.37769
493,68,0,person,0.28,1875.7002,261.88733
494,29,2,car,0.68,240.89218,186.40402
494,191,2,car,0.67,754.01587,394.60385
494,206,2,car,0.56,452.45865,155.36728
494,202,2,car,0.75,1151.0559,452.66742
494,211,2,car,0.49,538.5918,139.14742
494,210,2,car,0.69,1329.8385,350.8584
494,303,2,car,0.66,1094.8342,237.37479
494,321,2,car,0.49,1051.6016,199.98068
494,265,2,car,0.4,1017.6496,164.31958
494,68,0,person,0.28,1875.2152,259.9568
494,313,2,car,0.34,1157.697,154.60562
495,29,2,car,0.6,241.75067,187.56322
495,191,2,car,0.65,749.8273,400.00006
495,206,2,car,0.58,452.49335,155.90204
495,202,2,car,0.77,1153.0493,461.87842
495,211,2,car,0.53,538.82556,141.52676
495,210,2,car,0.77,1333.8269,357.10196
495,303,2,car,0.61,1096.0632,241.11923
495,321,2,car,0.45,1050.1458,202.64594
495,265,2,car,0.36,1018.13293,163.61493
495,68,0,person,0.29,1875.6005,261.6624
495,313,2,car,0.61,1158.0522,156.85637
496,29,2,car,0.65,242.29944,188.33246
496,191,2,car,0.62,745.0973,405.6916
496,206,2,car,0.61,451.59512,156.80098
496,202,2,car,0.7,1154.9939,472.68558
496,211,2,car,0.58,537.9353,142.74664
496,210,2,car,0.71,1339.5796,364.45148
496,303,2,car,0.75,1095.9783,243.96722
496,321,2,car,0.6,1049.6014,204.9581
496,313,2,car,0.61,1158.7632,158.45883
497,29,2,car,0.68,241.4606,188.61063
497,191,2,car,0.54,738.7133,412.79764
497,206,2,car,0.62,451.50244,157.17805
497,202,2,car,0.74,1157.4998,480.6915
497,211,2,car,0.61,537.43933,142.99733
497,210,2,car,0.71,1343.917,369.98224
497,303,2,car,0.81,1096.0417,246.01624
497,321,2,car,0.54,1049.0349,205.95984
497,313,2,car,0.75,1159.7542,161.08698
497,230,2,car,0.37,622.7684,137.2841
497,265,2,car,0.33,1018.4499,167.41136
498,29,2,car,0.67,240.36148,189.75
498,191,2,car,0.7,733.28827,419.2732
498,206,2,car,0.57,451.72583,157.63374
498,202,2,car,0.82,1159.5065,491.18402
498,211,2,car,0.59,538.4148,143.66315
498,210,2,car,0.72,1349.2227,376.38748
498,303,2,car,0.82,1096.4615,248.13501
498,321,2,car,0.47,1047.7609,207.17537
498,313,2,car,0.74,1160.3555,163.85056
498,230,2,car,0.3,622.52795,137.99376
498,265,2,car,0.31,1017.90857,168.54684
498,68,0,person,0.28,1876.5852,265.3302
499,29,2,car,0.67,240.42169,190.2472
499,191,2,car,0.71,725.86304,426.39777
499,206,2,car,0.58,452.42896,157.64536
499,202,2,car,0.78,1159.0898,499.50714
499,211,2,car,0.61,539.5415,144.097
499,210,2,car,0.6,1354.0101,383.76276
499,303,2,car,0.81,1096.6466,250.65067
499,321,2,car,0.62,1047.1167,211.15152
499,313,2,car,0.64,1160.8716,165.21005
499,230,2,car,0.29,622.9203,138.53545
499,265,2,car,0.38,1019.13904,169.63599
499,68,0,person,0.35,1876.0608,267.91113
500,29,2,car,0.71,241.14731,190.58974
500,191,2,car,0.76,720.1455,433.63327
500,206,2,car,0.64,451.94296,158.66742
500,202,2,car,0.84,1161.9856,510.82764
500,211,2,car,0.6,538.20435,145.63736
500,210,2,car,0.71,1360.1677,390.6004
500,303,2,car,0.77,1096.6523,253.95575
500,321,2,car,0.52,1045.1946,213.66245
500,313,2,car,0.62,1161.3516,166.92105
500,230,2,car,0.32,622.4219,140.07866
500,68,0,person,0.3,1877.3242,268.7173
501,29,2,car,0.68,241.27188,190.5177
501,191,2,car,0.66,716.745,439.14438
501,206,2,car,0.6,451.92914,158.71933
501,202,2,car,0.81,1165.9202,520.36835
501,211,2,car,0.59,537.8708,145.98161
501,210,2,car,0.83,1367.9316,396.9868
501,303,2,car,0.63,1097.7727,257.90918
501,321,2,car,0.43,1043.5999,215.33774
501,313,2,car,0.57,1162.9052,167.6659
501,230,2,car,0.37,622.3882,140.66747
501,68,0,person,0.3,1877.499,269.89465
501,265,2,car,0.27,1019.43884,171.98975
502,29,2,car,0.67,242.30487,190.4497
502,191,2,car,0.57,710.28925,445.36688
502,206,2,car,0.53,452.00986,160.34012
502,202,2,car,0.71,1167.5356,529.93726
502,211,2,car,0.57,538.83484,145.99547
502,210,2,car,0.8,1374.2015,404.54242
502,303,2,car,0.58,1099.3573,261.21603
502,321,2,car,0.47,1043.5769,216.77347
502,313,2,car,0.6,1164.2107,170.52602
502,230,2,car,0.42,622.87787,140.96788
502,68,0,person,0.42,1877.596,269.81036
502,265,2,car,0.36,1020.46643,168.35568
503,29,2,car,0.64,242.42287,192.34387
503,191,2,car,0.54,703.6417,453.28528
503,206,2,car,0.5,451.24243,161.64403
503,202,2,car,0.73,1169.5498,542.2615
503,211,2,car,0.52,539.28796,146.6098
503,210,2,car,0.82,1380.2917,413.63934
503,303,2,car,0.64,1099.208,263.82947
503,321,2,car,0.58,1043.0991,219.3616
503,313,2,car,0.64,1164.358,171.48697
503,230,2,car,0.39,624.2351,142.2536
503,68,0,person,0.47,1877.5035,269.92273
503,265,2,car,0.37,1020.78345,169.9068
504,29,2,car,0.69,242.71085,192.62276
504,191,2,car,0.7,697.3503,459.898
504,206,2,car,0.54,452.23264,162.72115
504,202,2,car,0.81,1171.0581,554.5147
504,211,2,car,0.59,539.52246,147.5607
504,210,2,car,0.71,1387.9429,422.156
504,303,2,car,0.74,1100.2,266.7002
504,321,2,car,0.56,1042.492,222.68121
504,313,2,car,0.74,1166.8499,173.10814
504,230,2,car,0.44,623.5009,141.96729
504,68,0,person,0.29,1878.0977,270.6727
504,265,2,car,0.31,1021.7073,170.01797
505,29,2,car,0.7,242.34943,192.3587
505,191,2,car,0.6,691.2675,468.6775
505,206,2,car,0.6,452.8108,163.64377
505,202,2,car,0.73,1174.3145,567.44995
505,211,2,car,0.58,538.8977,148.07294
505,210,2,car,0.75,1395.0796,431.00568
505,303,2,car,0.78,1100.767,269.16083
505,321,2,car,0.61,1041.8634,225.29706
505,313,2,car,0.71,1168.6914,173.9841
505,230,2,car,0.44,622.7258,141.64156
505,68,0,person,0.29,1878.3188,271.57843
505,265,2,car,0.33,1023.62415,170.50978
506,29,2,car,0.69,242.06824,192.67871
506,191,2,car,0.69,682.9717,476.58127
506,206,2,car,0.56,452.85138,164.17807
506,202,2,car,0.81,1177.1422,578.84125
506,211,2,car,0.58,538.4007,148.34549
506,210,2,car,0.7,1403.4113,438.174
506,303,2,car,0.8,1101.1626,271.39975
506,321,2,car,0.62,1040.7385,227.67354
506,313,2,car,0.52,1170.0652,173.9255
506,230,2,car,0.42,622.1749,142.44415
506,68,0,person,0.38,1878.1917,271.59784
506,265,2,car,0.43,1021.33984,172.12595
506,328,2,car,0.36,1016.06964,183.85574
507,29,2,car,0.66,243.19348,193.8277
507,191,2,car,0.75,675.36865,484.97797
507,206,2,car,0.55,453.08987,164.7252
507,202,2,car,0.77,1181.3125,592.5013
507,211,2,car,0.58,538.9066,148.49368
507,210,2,car,0.76,1409.859,448.1874
507,303,2,car,0.79,1101.1895,273.47067
507,321,2,car,0.64,1038.5852,229.98592
507,313,2,car,0.6,1171.7053,174.63275
507,230,2,car,0.41,622.553,143.25168
507,68,0,person,0.46,1877.969,271.47443
507,265,2,car,0.32,1020.3632,174.11806
507,328,2,car,0.34,1015.33514,185.23438
508,29,2,car,0.69,244.02086,195.51889
508,191,2,car,0.55,669.2671,494.71207
508,206,2,car,0.55,452.8451,165.25519
508,202,2,car,0.73,1184.678,607.4933
508,211,2,car,0.51,539.6405,148.84549
508,210,2,car,0.68,1417.3398,456.31323
508,303,2,car,0.79,1101.6426,276.95212
508,321,2,car,0.67,1036.5862,233.22467
508,313,2,car,0.55,1172.7719,175.32458
508,230,2,car,0.32,622.9253,144.16467
508,68,0,person,0.49,1877.9473,272.25577
508,328,2,car,0.5,1012.20465,182.68051
509,29,2,car,0.72,243.90932,195.81223
509,191,2,car,0.66,661.65564,501.99506
509,206,2,car,0.58,453.34924,165.62198
509,202,2,car,0.8,1188.0524,621.65393
509,211,2,car,0.51,539.683,148.96048
509,210,2,car,0.75,1425.9735,465.37207
509,303,2,car,0.53,1102.7361,281.01538
509,321,2,car,0.69,1035.87,235.62863
509,313,2,car,0.45,1173.3584,175.94229
509,230,2,car,0.28,622.77155,144.51678
509,68,0,person,0.33,1878.1082,273.6278
509,328,2,car,0.36,1013.02136,183.23383
509,265,2,car,0.32,1018.6546,176.13962
510,29,2,car,0.71,244.06326,195.78653
510,191,2,car,0.73,653.047,510.66272
510,206,2,car,0.56,453.2033,165.1059
510,202,2,car,0.78,1191.6262,636.19006
510,211,2,car,0.52,539.9829,148.37009
510,210,2,car,0.77,1435.8438,474.06964
510,303,2,car,0.75,1103.6487,283.8705
510,321,2,car,0.74,1035.1603,237.34454
510,313,2,car,0.55,1174.969,178.70926
510,230,2,car,0.31,622.90454,144.23941
510,68,0,person,0.45,1878.5645,274.74597
510,328,2,car,0.39,1014.01855,186.46478
511,29,2,car,0.69,243.4225,196.02386
511,191,2,car,0.76,644.372,519.89716
511,206,2,car,0.58,453.31964,166.10406
511,202,2,car,0.8,1195.5607,651.4092
511,211,2,car,0.54,539.37573,149.17908
511,210,2,car,0.73,1446.4668,485.34177
511,303,2,car,0.81,1104.6807,287.482
511,321,2,car,0.74,1033.8134,238.82812
511,313,2,car,0.52,1175.0391,181.02875
511,230,2,car,0.3,622.2898,144.69742
511,68,0,person,0.4,1877.9424,275.20978
511,328,2,car,0.52,1015.0482,184.7515
512,29,2,car,0.69,243.94255,196.21198
512,191,2,car,0.73,636.15857,529.03687
512,206,2,car,0.64,453.57483,166.8295
512,202,2,car,0.8,1200.9064,669.9552
512,211,2,car,0.55,539.3678,149.9407
512,210,2,car,0.74,1455.4851,498.2854
512,303,2,car,0.85,1105.7068,290.63312
512,321,2,car,0.72,1033.8992,240.45662
512,313,2,car,0.68,1176.6178,182.94363
512,230,2,car,0.39,622.4529,145.88577
512,68,0,person,0.46,1878.2083,275.61597
512,328,2,car,0.44,1014.93384,186.50156
512,312,2,car,0.32,720.2347,135.23415
512,265,2,car,0.39,1018.0846,178.3135
513,29,2,car,0.7,244.24014,196.39948
513,191,2,car,0.69,626.81055,540.3273
513,206,2,car,0.65,453.9945,167.3482
513,202,2,car,0.69,1205.5459,689.4407
513,211,2,car,0.53,539.6817,150.61212
513,210,2,car,0.74,1465.062,508.74078
513,303,2,car,0.82,1106.949,294.72906
513,321,2,car,0.78,1032.5076,243.31091
513,313,2,car,0.78,1177.5023,185.17517
513,230,2,car,0.44,623.3185,146.20667
513,68,0,person,0.43,1877.7908,275.57315
513,328,2,car,0.44,1015.5958,187.95938
513,312,2,car,0.3,720.6398,135.66534
513,265,2,car,0.32,1019.7953,180.43408
513,232,2,car,0.27,982.5445,134.7254
514,29,2,car,0.68,243.52182,196.94574
514,191,2,car,0.77,618.69324,551.4929
514,206,2,car,0.61,453.48254,167.59955
514,202,2,car,0.79,1209.4006,708.3386
514,211,2,car,0.49,539.719,151.28058
514,210,2,car,0.76,1475.6365,520.172
514,303,2,car,0.82,1108.3821,298.82812
514,321,2,car,0.8,1030.9779,247.14078
514,313,2,car,0.77,1178.4067,186.24469
514,230,2,car,0.39,623.51587,146.11218
514,68,0,person,0.43,1877.8484,275.71133
514,328,2,car,0.4,1015.7263,188.65378
514,265,2,car,0.31,1019.94635,180.90028
515,29,2,car,0.72,242.13228,198.79816
515,191,2,car,0.7,607.91113,562.8952
515,206,2,car,0.54,453.26144,167.70135
515,202,2,car,0.81,1214.9773,728.33777
515,211,2,car,0.48,539.79443,152.44836
515,210,2,car,0.73,1488.0942,533.93524
515,303,2,car,0.85,1110.7523,302.30127
515,321,2,car,0.82,1029.7517,249.7847
515,313,2,car,0.74,1179.3862,187.63414
515,230,2,car,0.34,622.95306,146.72035
515,68,0,person,0.51,1878.3159,275.64172
515,328,2,car,0.45,1016.3388,186.04666
515,232,2,car,0.26,982.71295,136.66455
516,29,2,car,0.69,241.95999,199.27164
516,191,2,car,0.8,597.40704,572.10144
516,206,2,car,0.54,453.65063,167.60349
516,202,2,car,0.82,1219.9028,749.53015
516,211,2,car,0.47,540.0305,152.92842
516,210,2,car,0.71,1500.3071,547.873
516,303,2,car,0.85,1110.4574,305.46875
516,321,2,car,0.87,1028.7095,252.34293
516,313,2,car,0.61,1180.7205,189.76074
516,230,2,car,0.32,623.02576,146.24321
516,68,0,person,0.45,1879.3088,277.88672
516,328,2,car,0.42,1016.3595,189.23212
516,232,2,car,0.29,982.7242,137.76596
516,265,2,car,0.28,1019.8928,182.28438
517,29,2,car,0.7,242.87456,199.24039
517,191,2,car,0.62,586.65094,584.11676
517,206,2,car,0.55,454.3014,167.77313
517,202,2,car,0.8,1226.5121,769.6494
517,211,2,car,0.51,540.3135,154.16559
517,210,2,car,0.8,1512.7532,561.67786
517,303,2,car,0.84,1110.8352,310.02112
517,321,2,car,0.87,1026.7438,254.86514
517,313,2,car,0.6,1180.512,191.69202
517,230,2,car,0.27,623.23267,146.05203
517,68,0,person,0.44,1879.6907,278.16626
517,328,2,car,0.32,1017.3844,190.17915
517,232,2,car,0.26,982.00336,138.36183
518,29,2,car,0.69,243.13481,198.55629
518,191,2,car,0.73,577.1383,594.5444
518,206,2,car,0.58,454.83783,168.10167
518,202,2,car,0.79,1233.6094,794.4224
518,211,2,car,0.5,540.3313,154.8523
518,210,2,car,0.77,1526.7579,576.5223
518,303,2,car,0.85,1112.7688,312.5343
518,321,2,car,0.86,1026.3171,256.80557
518,313,2,car,0.57,1182.2076,192.3302
518,230,2,car,0.29,623.43536,145.78687
518,68,0,person,0.52,1880.04,277.50775
518,328,2,car,0.37,1017.4435,188.28076
519,29,2,car,0.69,242.99254,198.172
519,191,2,car,0.79,564.7029,609.21875
519,206,2,car,0.56,454.95883,168.20195
519,202,2,car,0.8,1240.2266,819.106
519,211,2,car,0.47,540.656,154.99191
519,210,2,car,0.77,1540.5105,592.13617
519,303,2,car,0.81,1114.1383,317.5337
519,321,2,car,0.8,1025.4209,259.47916
519,313,2,car,0.51,1183.0927,193.96872
519,230,2,car,0.33,624.05615,146.43744
519,68,0,person,0.54,1880.0432,279.08493
519,328,2,car,0.45,1016.3848,191.62158
520,29,2,car,0.72,242.67578,198.48462
520,191,2,car,0.75,553.0681,621.88354
520,206,2,car,0.62,454.41882,168.81425
520,202,2,car,0.78,1247.167,845.3337
520,211,2,car,0.49,540.69495,155.2882
520,210,2,car,0.8,1556.1484,608.5713
520,303,2,car,0.83,1114.998,322.16315
520,321,2,car,0.71,1024.282,261.95953
520,313,2,car,0.59,1184.0679,195.14734
520,230,2,car,0.42,623.80493,148.566
520,68,0,person,0.49,1880.6775,279.39395
520,328,2,car,0.27,1016.6515,193.33871
520,312,2,car,0.28,718.66174,136.67004
520,232,2,car,0.36,982.4197,138.25287
521,29,2,car,0.74,242.80382,198.79242
521,191,2,car,0.81,538.73413,634.9668
521,206,2,car,0.65,454.1411,169.29639
521,202,2,car,0.66,1254.8643,874.84607
521,211,2,car,0.46,541.1769,155.05179
521,210,2,car,0.72,1573.9543,626.18164
521,303,2,car,0.81,1116.9668,325.15448
521,321,2,car,0.74,1022.94855,264.07074
521,313,2,car,0.52,1184.367,195.64484
521,230,2,car,0.43,624.58875,148.83408
521,68,0,person,0.55,1880.7625,279.1385
521,328,2,car,0.34,1016.16785,197.1464
521,312,2,car,0.33,719.43353,137.36017
521,232,2,car,0.38,982.554,138.27628
522,29,2,car,0.74,243.12494,198.988
522,191,2,car,0.8,525.58453,650.8423
522,206,2,car,0.63,454.12903,169.74005
522,202,2,car,0.87,1262.0289,903.7073
522,211,2,car,0.4,541.828,154.51389
522,210,2,car,0.82,1591.2124,644.6123
522,303,2,car,0.84,1117.8643,328.56445
522,321,2,car,0.81,1022.44543,267.5988
522,313,2,car,0.62,1187.3037,197.06488
522,230,2,car,0.38,625.3242,148.42516
522,68,0,person,0.52,1880.6912,280.17596
522,328,2,car,0.34,1015.6411,197.78104
522,232,2,car,0.3,983.0474,138.58893
522,333,2,car,0.46,1084.2942,161.76106
523,29,2,car,0.72,242.3298,201.63562
523,191,2,car,0.76,510.7633,667.8306
523,206,2,car,0.59,454.4104,171.377
523,202,2,car,0.76,1271.1741,920.7182
523,211,2,car,0.35,540.44104,155.95332
523,210,2,car,0.79,1610.3164,663.86316
523,303,2,car,0.8,1117.522,333.15198
523,321,2,car,0.86,1022.1291,270.0576
523,313,2,car,0.63,1187.8921,197.19684
523,230,2,car,0.33,626.3275,149.50195
523,68,0,person,0.47,1880.4438,279.51193
523,328,2,car,0.49,1013.61694,201.00023
523,232,2,car,0.36,982.5729,139.02127
523,333,2,car,0.49,1083.7611,161.59802
524,29,2,car,0.75,242.26747,199.68301
524,191,2,car,0.79,495.85413,683.0021
524,206,2,car,0.65,453.66235,169.6456
524,202,2,car,0.58,1280.4739,930.496
524,211,2,car,0.45,540.65686,155.08646
524,210,2,car,0.78,1628.8629,683.69666
524,303,2,car,0.78,1118.9918,336.46106
524,321,2,car,0.81,1020.2008,270.23758
524,313,2,car,0.55,1189.7856,197.02869
524,230,2,car,0.38,624.5655,148.37671
524,68,0,person,0.56,1880.352,277.93933
524,328,2,car,0.5,1013.335,202.13458
524,232,2,car,0.43,981.80414,138.15561
524,333,2,car,0.46,1083.8956,160.78
524,312,2,car,0.33,720.1758,137.39317
525,29,2,car,0.72,242.72946,198.76546
525,191,2,car,0.81,480.03226,696.7338
525,206,2,car,0.54,454.54138,167.73691
525,202,2,car,0.76,1287.7,943.90594
525,211,2,car,0.42,540.66425,153.50711
525,210,2,car,0.85,1649.907,705.6775
525,303,2,car,0.71,1120.0626,339.7069
525,321,2,car,0.84,1018.87573,272.304
525,313,2,car,0.29,1191.6356,197.16429
525,230,2,car,0.29,623.80237,146.18483
525,68,0,person,0.57,1880.1268,277.21014
525,328,2,car,0.48,1013.6282,201.85623
525,232,2,car,0.38,981.92664,137.70543
525,333,2,car,0.3,1084.4319,159.53854
525,312,2,car,0.27,719.2937,136.01561
526,29,2,car,0.71,243.2081,198.79605
526,191,2,car,0.83,463.4024,714.29315
526,206,2,car,0.54,455.0876,167.7237
526,202,2,car,0.68,1296.0762,959.27045
526,211,2,car,0.41,540.62665,153.7992
526,210,2,car,0.87,1673.7975,731.1074
526,303,2,car,0.72,1120.9473,343.65576
526,321,2,car,0.86,1017.1043,275.56915
526,313,2,car,0.49,1190.8059,199.06631
526,230,2,car,0.27,623.51135,145.74814
526,68,0,person,0.52,1879.7286,276.23303
526,328,2,car,0.44,1012.67377,201.67352
526,232,2,car,0.33,981.7252,137.99756
526,333,2,car,0.39,1084.3813,159.69847
526,312,2,car,0.27,718.8481,136.02496
527,29,2,car,0.7,243.25342,198.62517
527,191,2,car,0.87,445.8023,732.3601
527,206,2,car,0.54,455.35153,167.78546
527,202,2,car,0.73,1295.5466,972.4392
527,211,2,car,0.41,540.7886,153.92679
527,210,2,car,0.86,1698.145,755.1212
527,303,2,car,0.82,1123.0026,348.01556
527,321,2,car,0.82,1016.22925,278.486
527,313,2,car,0.32,1193.4547,199.82413
527,230,2,car,0.29,623.4519,145.68356
527,68,0,person,0.56,1878.9678,276.75784
527,328,2,car,0.43,1010.7927,204.48505
527,232,2,car,0.39,982.17175,138.63625
527,333,2,car,0.46,1084.9177,159.56999
528,29,2,car,0.71,243.29037,197.5712
528,191,2,car,0.88,426.359,750.6277
528,206,2,car,0.57,454.70596,166.75902
528,202,2,car,0.74,1297.3423,990.9129
528,211,2,car,0.42,540.97314,151.60416
528,210,2,car,0.89,1726.5408,784.38794
528,303,2,car,0.75,1126.299,352.67053
528,321,2,car,0.82,1015.35876,280.56537
528,313,2,car,0.29,1196.1123,201.12238
528,230,2,car,0.41,624.1468,145.45537
528,68,0,person,0.57,1879.5356,276.50183
528,328,2,car,0.48,1009.7456,203.86295
528,232,2,car,0.34,982.6013,138.13716
528,333,2,car,0.44,1085.0416,160.1652
529,29,2,car,0.69,243.59616,196.94138
529,191,2,car,0.82,406.79797,771.2139
529,206,2,car,0.63,453.7598,166.37936
529,202,2,car,0.65,1299.9297,1008.4337
529,211,2,car,0.52,539.6151,150.38272
529,210,2,car,0.91,1742.5867,814.0314
529,303,2,car,0.78,1126.8984,355.76373
529,321,2,car,0.78,1013.0338,282.69608
529,313,2,car,0.36,1197.1128,202.70023
529,230,2,car,0.44,623.6072,145.37321
529,68,0,person,0.46,1879.4539,274.9452
529,328,2,car,0.43,1008.30066,205.46008
529,232,2,car,0.34,981.9397,136.04428
529,333,2,car,0.5,1084.2051,160.10135
529,312,2,car,0.37,718.7729,134.85136
530,29,2,car,0.7,243.93713,195.66034
530,191,2,car,0.85,385.42215,793.3212
530,206,2,car,0.57,453.71588,164.84537
530,202,2,car,0.57,1305.3494,1027.5674
530,211,2,car,0.49,539.93005,148.88474
530,210,2,car,0.89,1751.9216,845.589
530,303,2,car,0.81,1128.5142,360.42834
530,321,2,car,0.79,1011.4236,285.01065
530,313,2,car,0.45,1198.5575,202.39209
530,230,2,car,0.29,623.2131,143.59122
530,68,0,person,0.57,1878.8115,273.93842
530,328,2,car,0.44,1007.9136,205.61682
530,333,2,car,0.51,1084.3531,158.8468
531,29,2,car,0.69,243.2224,193.32217
531,191,2,car,0.85,363.40674,817.36035
531,206,2,car,0.59,453.60577,163.31244
531,211,2,car,0.58,539.60297,147.85016
531,210,2,car,0.82,1763.1089,879.5802
531,303,2,car,0.84,1129.4956,363.83127
531,321,2,car,0.77,1010.84216,286.17615
531,313,2,car,0.68,1199.9774,202.49747
531,230,2,car,0.44,623.63403,141.37337
531,68,0,person,0.54,1879.7595,271.6918
531,328,2,car,0.45,1006.3142,205.41098
531,333,2,car,0.47,1085.2734,158.0331
532,29,2,car,0.67,242.67856,192.53352
532,191,2,car,0.89,339.07574,840.9873
532,206,2,car,0.59,452.8164,162.55055
532,211,2,car,0.55,539.17664,147.22235
532,210,2,car,0.92,1774.1001,900.55255
532,303,2,car,0.77,1130.6583,369.13507
532,321,2,car,0.79,1009.6034,289.52054
532,313,2,car,0.71,1200.499,201.86266
532,230,2,car,0.36,622.9404,140.1716
532,68,0,person,0.52,1879.122,270.9701
532,328,2,car,0.44,1007.01245,206.21722
532,333,2,car,0.41,1085.6912,157.99936
533,29,2,car,0.65,241.96402,192.83154
533,191,2,car,0.9,310.60748,868.85455
533,206,2,car,0.51,451.65103,161.449
533,211,2,car,0.44,539.67444,145.81702
533,210,2,car,0.74,1787.2487,916.1146
533,303,2,car,0.77,1131.2283,373.0177
533,321,2,car,0.76,1007.9718,291.97882
533,313,2,car,0.63,1201.2651,203.6754
533,230,2,car,0.4,623.58405,141.22421
533,68,0,person,0.52,1879.4536,269.9028
533,328,2,car,0.48,1005.77875,206.10115
533,333,2,car,0.41,1085.4625,158.1865
534,29,2,car,0.66,242.05048,193.84918
534,191,2,car,0.91,283.4178,898.1964
534,206,2,car,0.51,451.73883,161.34149
534,211,2,car,0.5,540.005,146.11565
534,210,2,car,0.77,1801.2966,931.12915
534,303,2,car,0.81,1131.2147,378.2632
534,321,2,car,0.79,1006.8872,295.36835
534,313,2,car,0.73,1201.418,205.05528
534,230,2,car,0.39,623.84766,141.98807
534,68,0,person,0.47,1879.0881,270.1413
534,328,2,car,0.42,1010.32324,208.15118
534,333,2,car,0.44,1085.5311,159.05249
535,29,2,car,0.65,242.05783,193.92897
